date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2024-10-21,SKU0081,175,0,11.0,167
2024-10-28,SKU0081,64,195,11.0,167
2024-11-04,SKU0081,148,190,11.0,167
2024-11-11,SKU0081,37,190,11.0,167
2024-11-18,SKU0081,116,222,11.0,167
2024-11-25,SKU0081,5,222,11.0,167
2024-12-02,SKU0081,143,211,11.0,167
2024-12-09,SKU0081,32,211,11.0,167
2024-12-16,SKU0081,69,197,11.0,167
2024-12-23,SKU0081,0,197,11.0,167
2024-12-30,SKU0081,43,207,11.0,167
2025-01-06,SKU0081,170,0,11.0,167
2025-01-13,SKU0081,0,220,11.0,167
2025-01-20,SKU0081,162,192,11.0,167
2025-01-27,SKU0081,0,192,11.0,167
2025-02-03,SKU0081,91,213,11.0,167
2025-02-10,SKU0081,0,213,11.0,167
2025-02-17,SKU0081,89,194,11.0,167
2025-02-24,SKU0081,0,194,11.0,167
2025-03-03,SKU0081,60,206,11.0,167
2025-03-10,SKU0081,170,0,11.0,167
2025-03-17,SKU0081,40,201,11.0,167
2025-03-24,SKU0081,165,0,11.0,167
2025-03-31,SKU0081,74,192,11.0,167
2025-04-07,SKU0081,164,0,11.0,167
2025-04-14,SKU0081,56,223,11.0,167
2025-04-21,SKU0081,186,0,11.0,167
2025-04-28,SKU0081,77,192,11.0,167
2025-05-05,SKU0081,174,0,11.0,167
2025-05-12,SKU0081,26,202,11.0,167
2025-05-19,SKU0081,151,203,11.0,167
2025-05-26,SKU0081,13,203,11.0,167
2025-06-02,SKU0081,134,190,11.0,167
2025-06-09,SKU0081,0,190,11.0,167
2025-06-16,SKU0081,95,200,11.0,167
2025-06-23,SKU0081,178,0,11.0,167
2025-06-30,SKU0081,55,194,11.0,167
2025-07-07,SKU0081,131,209,11.0,167
2025-07-14,SKU0081,37,209,11.0,167
2025-07-21,SKU0081,142,212,11.0,167
2025-07-28,SKU0081,35,212,11.0,167
2025-08-04,SKU0081,72,213,11.0,167
2025-08-11,SKU0081,0,213,11.0,167
2025-08-18,SKU0081,121,218,11.0,167
2025-08-25,SKU0081,18,218,11.0,167
2025-09-01,SKU0081,173,0,11.0,167
2025-09-08,SKU0081,123,189,11.0,167
2025-09-15,SKU0081,246,0,11.0,167
2025-09-22,SKU0081,191,0,11.0,167
2025-09-29,SKU0081,129,192,11.0,167
2025-10-06,SKU0081,263,0,11.0,167
2025-10-13,SKU0081,209,0,11.0,167
2025-10-20,SKU0081,131,189,11.0,167
2025-10-27,SKU0081,73,189,11.0,167
2025-11-03,SKU0081,227,0,11.0,167
2025-11-10,SKU0081,191,0,11.0,167
2025-11-17,SKU0081,164,188,11.0,167
2025-11-24,SKU0081,140,188,11.0,167
2025-12-01,SKU0081,282,0,11.0,167
2025-12-08,SKU0081,256,0,11.0,167
2025-12-15,SKU0081,240,0,11.0,167
2025-12-22,SKU0081,224,0,11.0,167
2025-12-29,SKU0081,209,0,11.0,167
2024-01-01,SKU0082,481,391,16.0,483
2024-01-08,SKU0082,292,391,16.0,483
2024-01-15,SKU0082,103,391,16.0,483
2024-01-22,SKU0082,306,404,16.0,483
2024-01-29,SKU0082,117,404,16.0,483
2024-02-05,SKU0082,332,405,16.0,483
2024-02-12,SKU0082,143,405,16.0,483
2024-02-19,SKU0082,360,404,16.0,483
2024-02-26,SKU0082,171,404,16.0,483
2024-03-04,SKU0082,386,405,16.0,483
2024-03-11,SKU0082,197,405,16.0,483
2024-03-18,SKU0082,414,404,16.0,483
2024-03-25,SKU0082,225,404,16.0,483
2024-04-01,SKU0082,440,405,16.0,483
2024-04-08,SKU0082,251,405,16.0,483
2024-04-15,SKU0082,63,809,16.0,483
2024-04-22,SKU0082,279,404,16.0,483
2024-04-29,SKU0082,90,404,16.0,483
2024-05-06,SKU0082,305,405,16.0,483
2024-05-13,SKU0082,116,405,16.0,483
2024-05-20,SKU0082,333,404,16.0,483
2024-05-27,SKU0082,144,404,16.0,483
2024-06-03,SKU0082,359,405,16.0,483
2024-06-10,SKU0082,170,405,16.0,483
2024-06-17,SKU0082,387,404,16.0,483
2024-06-24,SKU0082,198,404,16.0,483
2024-07-01,SKU0082,413,405,16.0,483
2024-07-08,SKU0082,224,405,16.0,483
2024-07-15,SKU0082,441,405,16.0,483
2024-07-22,SKU0082,252,405,16.0,483
2024-07-29,SKU0082,63,809,16.0,483
2024-08-05,SKU0082,279,404,16.0,483
2024-08-12,SKU0082,90,404,16.0,483
2024-08-19,SKU0082,306,405,16.0,483
2024-08-26,SKU0082,117,405,16.0,483
2024-09-02,SKU0082,333,404,16.0,483
2024-09-09,SKU0082,144,404,16.0,483
2024-09-16,SKU0082,360,405,16.0,483
2024-09-23,SKU0082,171,405,16.0,483
2024-09-30,SKU0082,387,404,16.0,483
2024-10-07,SKU0082,198,404,16.0,483
2024-10-14,SKU0082,414,405,16.0,483
2024-10-21,SKU0082,225,405,16.0,483
2024-10-28,SKU0082,441,404,16.0,483
2024-11-04,SKU0082,252,404,16.0,483
2024-11-11,SKU0082,63,809,16.0,483
2024-11-18,SKU0082,279,405,16.0,483
2024-11-25,SKU0082,90,405,16.0,483
2024-12-02,SKU0082,306,404,16.0,483
2024-12-09,SKU0082,117,404,16.0,483
2024-12-16,SKU0082,333,405,16.0,483
2024-12-23,SKU0082,144,405,16.0,483
2024-12-30,SKU0082,360,404,16.0,483
2025-01-06,SKU0082,171,404,16.0,483
2025-01-13,SKU0082,387,405,16.0,483
2025-01-20,SKU0082,198,405,16.0,483
2025-01-27,SKU0082,414,404,16.0,483
2025-02-03,SKU0082,222,404,16.0,483
2025-02-10,SKU0082,408,439,16.0,483
2025-02-17,SKU0082,227,439,16.0,483
2025-02-24,SKU0082,43,829,16.0,483
2025-03-03,SKU0082,303,390,16.0,483
2025-03-10,SKU0082,120,390,16.0,483
2025-03-17,SKU0082,362,407,16.0,483
2025-03-24,SKU0082,171,407,16.0,483
2025-03-31,SKU0082,369,399,16.0,483
2025-04-07,SKU0082,214,399,16.0,483
2025-04-14,SKU0082,443,397,16.0,483
2025-04-21,SKU0082,304,397,16.0,483
2025-04-28,SKU0082,535,0,16.0,483
2025-05-05,SKU0082,364,408,16.0,483
2025-05-12,SKU0082,198,408,16.0,483
2025-05-19,SKU0082,443,393,16.0,483
2025-05-26,SKU0082,260,393,16.0,483
2025-06-02,SKU0082,495,0,16.0,483
2025-06-09,SKU0082,353,401,16.0,483
2025-06-16,SKU0082,191,401,16.0,483
2025-06-23,SKU0082,436,415,16.0,483
2025-06-30,SKU0082,320,415,16.0,483
2025-07-07,SKU0082,171,415,16.0,483
2025-07-14,SKU0082,405,467,16.0,483
2025-07-21,SKU0082,251,467,16.0,483
2025-07-28,SKU0082,125,467,16.0,483
2025-08-04,SKU0082,363,509,16.0,483
2025-08-11,SKU0082,114,509,16.0,483
2025-08-18,SKU0082,0,509,16.0,483
2025-08-25,SKU0082,389,409,16.0,483
2025-09-01,SKU0082,241,409,16.0,483
2025-09-08,SKU0082,453,419,16.0,483
2025-09-15,SKU0082,330,419,16.0,483
2025-09-22,SKU0082,169,419,16.0,483
2025-09-29,SKU0082,434,391,16.0,483
2025-10-06,SKU0082,236,391,16.0,483
2025-10-13,SKU0082,400,402,16.0,483
2025-10-20,SKU0082,57,815,16.0,483
2025-10-27,SKU0082,381,413,16.0,483
2025-11-03,SKU0082,201,413,16.0,483
2025-11-10,SKU0082,405,405,16.0,483
2025-11-17,SKU0082,226,405,16.0,483
2025-11-24,SKU0082,417,398,16.0,483
2025-12-01,SKU0082,53,819,16.0,483
2025-12-08,SKU0082,358,421,16.0,483
2025-12-15,SKU0082,144,421,16.0,483
2025-12-22,SKU0082,360,411,16.0,483
2025-12-29,SKU0082,155,411,16.0,483
2024-01-01,SKU0083,722,0,23.0,733
2024-01-08,SKU0083,404,492,23.0,733
2024-01-15,SKU0083,86,991,23.0,733
2024-01-22,SKU0083,0,991,23.0,733
2024-01-29,SKU0083,265,499,23.0,733
2024-02-05,SKU0083,454,540,23.0,733
2024-02-12,SKU0083,136,540,23.0,733
2024-02-19,SKU0083,0,1168,23.0,733
2024-02-26,SKU0083,404,628,23.0,733
2024-03-04,SKU0083,86,1082,23.0,733
2024-03-11,SKU0083,492,454,23.0,733
2024-03-18,SKU0083,174,903,23.0,733
2024-03-25,SKU0083,0,903,23.0,733
2024-04-01,SKU0083,182,449,23.0,733
2024-04-08,SKU0083,404,674,23.0,733
2024-04-15,SKU0083,86,674,23.0,733
2024-04-22,SKU0083,0,1168,23.0,733
2024-04-29,SKU0083,538,494,23.0,733
2024-05-06,SKU0083,220,494,23.0,733
2024-05-13,SKU0083,396,772,23.0,733
2024-05-20,SKU0083,79,772,23.0,733
2024-05-27,SKU0083,0,772,23.0,733
2024-06-03,SKU0083,0,772,23.0,733
2024-06-10,SKU0083,500,487,23.0,733
2024-06-17,SKU0083,182,986,23.0,733
2024-06-24,SKU0083,0,986,23.0,733
2024-07-01,SKU0083,351,499,23.0,733
2024-07-08,SKU0083,33,1090,23.0,733
2024-07-15,SKU0083,227,591,23.0,733
2024-07-22,SKU0083,0,1032,23.0,733
2024-07-29,SKU0083,0,1032,23.0,733
2024-08-05,SKU0083,273,895,23.0,733
2024-08-12,SKU0083,396,454,23.0,733
2024-08-19,SKU0083,79,1044,23.0,733
2024-08-26,SKU0083,0,1044,23.0,733
2024-09-02,SKU0083,182,590,23.0,733
2024-09-09,SKU0083,0,1032,23.0,733
2024-09-16,SKU0083,272,896,23.0,733
2024-09-23,SKU0083,0,896,23.0,733
2024-09-30,SKU0083,215,454,23.0,733
2024-10-07,SKU0083,0,1044,23.0,733
2024-10-14,SKU0083,182,590,23.0,733
2024-10-21,SKU0083,0,1032,23.0,733
2024-10-28,SKU0083,408,442,23.0,733
2024-11-04,SKU0083,91,1077,23.0,733
2024-11-11,SKU0083,215,635,23.0,733
2024-11-18,SKU0083,0,1168,23.0,733
2024-11-25,SKU0083,0,1168,23.0,733
2024-12-02,SKU0083,363,533,23.0,733
2024-12-09,SKU0083,578,499,23.0,733
2024-12-16,SKU0083,260,499,23.0,733
2024-12-23,SKU0083,0,953,23.0,733
2024-12-30,SKU0083,454,454,23.0,733
2025-01-06,SKU0083,136,454,23.0,733
2025-01-13,SKU0083,272,624,23.0,733
2025-01-20,SKU0083,0,1168,23.0,733
2025-01-27,SKU0083,0,1168,23.0,733
2025-02-03,SKU0083,397,544,23.0,733
2025-02-10,SKU0083,79,1089,23.0,733
2025-02-17,SKU0083,306,545,23.0,733
2025-02-24,SKU0083,0,1044,23.0,733
2025-03-03,SKU0083,0,1044,23.0,733
2025-03-10,SKU0083,273,499,23.0,733
2025-03-17,SKU0083,454,487,23.0,733
2025-03-24,SKU0083,136,941,23.0,733
2025-03-31,SKU0083,0,941,23.0,733
2025-04-07,SKU0083,305,454,23.0,733
2025-04-14,SKU0083,442,454,23.0,733
2025-04-21,SKU0083,124,953,23.0,733
2025-04-28,SKU0083,0,953,23.0,733
2025-05-05,SKU0083,227,499,23.0,733
2025-05-12,SKU0083,454,487,23.0,733
2025-05-19,SKU0083,136,941,23.0,733
2025-05-26,SKU0083,0,941,23.0,733
2025-06-02,SKU0083,260,908,23.0,733
2025-06-09,SKU0083,409,454,23.0,733
2025-06-16,SKU0083,91,941,23.0,733
2025-06-23,SKU0083,0,941,23.0,733
2025-06-30,SKU0083,182,487,23.0,733
2025-07-07,SKU0083,396,590,23.0,733
2025-07-14,SKU0083,78,590,23.0,733
2025-07-21,SKU0083,0,1135,23.0,733
2025-07-28,SKU0083,408,545,23.0,733
2025-08-04,SKU0083,91,545,23.0,733
2025-08-11,SKU0083,318,668,23.0,733
2025-08-18,SKU0083,0,668,23.0,733
2025-08-25,SKU0083,0,1168,23.0,733
2025-09-01,SKU0083,532,500,23.0,733
2025-09-08,SKU0083,214,500,23.0,733
2025-09-15,SKU0083,396,636,23.0,733
2025-09-22,SKU0083,79,636,23.0,733
2025-09-29,SKU0083,0,1135,23.0,733
2025-10-06,SKU0083,545,499,23.0,733
2025-10-13,SKU0083,220,499,23.0,733
2025-10-20,SKU0083,223,0,23.0,733
2025-10-27,SKU0083,0,1109,23.0,733
2025-11-03,SKU0083,0,1109,23.0,733
2025-11-10,SKU0083,0,1109,23.0,733
2025-11-17,SKU0083,1009,0,23.0,733
2025-11-24,SKU0083,648,520,23.0,733
2025-12-01,SKU0083,160,520,23.0,733
2025-12-08,SKU0083,0,1073,23.0,733
2025-12-15,SKU0083,0,1073,23.0,733
2025-12-22,SKU0083,287,553,23.0,733
2025-12-29,SKU0083,582,445,23.0,733
2024-01-01,SKU0084,554,0,12.0,310
2024-01-08,SKU0084,442,0,12.0,310
2024-01-15,SKU0084,330,0,12.0,310
2024-01-22,SKU0084,217,335,12.0,310
2024-01-29,SKU0084,440,0,12.0,310
2024-02-05,SKU0084,328,0,12.0,310
2024-02-12,SKU0084,204,323,12.0,310
2024-02-19,SKU0084,388,0,12.0,310
2024-02-26,SKU0084,292,326,12.0,310
2024-03-04,SKU0084,219,326,12.0,310
2024-03-11,SKU0084,455,0,12.0,310
2024-03-18,SKU0084,359,0,12.0,310
2024-03-25,SKU0084,263,0,12.0,310
2024-04-01,SKU0084,223,374,12.0,310
2024-04-08,SKU0084,506,0,12.0,310
2024-04-15,SKU0084,388,0,12.0,310
2024-04-22,SKU0084,319,0,12.0,310
2024-04-29,SKU0084,198,322,12.0,310
2024-05-06,SKU0084,436,0,12.0,310
2024-05-13,SKU0084,379,0,12.0,310
2024-05-20,SKU0084,272,353,12.0,310
2024-05-27,SKU0084,191,353,12.0,310
2024-06-03,SKU0084,442,0,12.0,310
2024-06-10,SKU0084,351,0,12.0,310
2024-06-17,SKU0084,268,0,12.0,310
2024-06-24,SKU0084,197,366,12.0,310
2024-07-01,SKU0084,469,0,12.0,310
2024-07-08,SKU0084,364,0,12.0,310
2024-07-15,SKU0084,273,328,12.0,310
2024-07-22,SKU0084,202,328,12.0,310
2024-07-29,SKU0084,463,0,12.0,310
2024-08-05,SKU0084,356,0,12.0,310
2024-08-12,SKU0084,230,0,12.0,310
2024-08-19,SKU0084,113,418,12.0,310
2024-08-26,SKU0084,452,0,12.0,310
2024-09-02,SKU0084,367,0,12.0,310
2024-09-09,SKU0084,279,327,12.0,310
2024-09-16,SKU0084,162,327,12.0,310
2024-09-23,SKU0084,442,0,12.0,310
2024-09-30,SKU0084,327,0,12.0,310
2024-10-07,SKU0084,167,329,12.0,310
2024-10-14,SKU0084,400,0,12.0,310
2024-10-21,SKU0084,217,341,12.0,310
2024-10-28,SKU0084,51,341,12.0,310
2024-11-04,SKU0084,233,336,12.0,310
2024-11-11,SKU0084,115,336,12.0,310
2024-11-18,SKU0084,289,343,12.0,310
2024-11-25,SKU0084,171,343,12.0,310
2024-12-02,SKU0084,294,338,12.0,310
2024-12-09,SKU0084,117,338,12.0,310
2024-12-16,SKU0084,344,0,12.0,310
2024-12-23,SKU0084,115,488,12.0,310
2024-12-30,SKU0084,0,488,12.0,310
2025-01-06,SKU0084,370,0,12.0,310
2025-01-13,SKU0084,203,350,12.0,310
2025-01-20,SKU0084,83,350,12.0,310
2025-01-27,SKU0084,303,329,12.0,310
2025-02-03,SKU0084,168,329,12.0,310
2025-02-10,SKU0084,361,0,12.0,310
2025-02-17,SKU0084,226,329,12.0,310
2025-02-24,SKU0084,93,329,12.0,310
2025-03-03,SKU0084,326,0,12.0,310
2025-03-10,SKU0084,252,355,12.0,310
2025-03-17,SKU0084,147,355,12.0,310
2025-03-24,SKU0084,386,0,12.0,310
2025-03-31,SKU0084,297,335,12.0,310
2025-04-07,SKU0084,224,335,12.0,310
2025-04-14,SKU0084,476,0,12.0,310
2025-04-21,SKU0084,333,0,12.0,310
2025-04-28,SKU0084,280,332,12.0,310
2025-05-05,SKU0084,205,332,12.0,310
2025-05-12,SKU0084,412,0,12.0,310
2025-05-19,SKU0084,348,0,12.0,310
2025-05-26,SKU0084,273,327,12.0,310
2025-06-02,SKU0084,151,327,12.0,310
2025-06-09,SKU0084,389,0,12.0,310
2025-06-16,SKU0084,269,351,12.0,310
2025-06-23,SKU0084,168,351,12.0,310
2025-06-30,SKU0084,462,0,12.0,310
2025-07-07,SKU0084,350,0,12.0,310
2025-07-14,SKU0084,294,338,12.0,310
2025-07-21,SKU0084,172,338,12.0,310
2025-07-28,SKU0084,382,0,12.0,310
2025-08-04,SKU0084,244,348,12.0,310
2025-08-11,SKU0084,107,348,12.0,310
2025-08-18,SKU0084,352,0,12.0,310
2025-08-25,SKU0084,222,346,12.0,310
2025-09-01,SKU0084,127,346,12.0,310
2025-09-08,SKU0084,364,0,12.0,310
2025-09-15,SKU0084,275,329,12.0,310
2025-09-22,SKU0084,192,329,12.0,310
2025-09-29,SKU0084,431,0,12.0,310
2025-10-06,SKU0084,297,335,12.0,310
2025-10-13,SKU0084,172,335,12.0,310
2025-10-20,SKU0084,310,0,12.0,310
2025-10-27,SKU0084,155,365,12.0,310
2025-11-03,SKU0084,410,0,12.0,310
2025-11-10,SKU0084,280,0,12.0,310
2025-11-17,SKU0084,164,364,12.0,310
2025-11-24,SKU0084,436,0,12.0,310
2025-12-01,SKU0084,254,323,12.0,310
2025-12-08,SKU0084,116,323,12.0,310
2025-12-15,SKU0084,300,332,12.0,310
2025-12-22,SKU0084,220,332,12.0,310
2025-12-29,SKU0084,458,0,12.0,310
2024-01-01,SKU0085,1454,0,19.0,1231
2024-01-08,SKU0085,1142,901,19.0,1231
2024-01-15,SKU0085,831,901,19.0,1231
2024-01-22,SKU0085,520,901,19.0,1231
2024-01-29,SKU0085,1110,933,19.0,1231
2024-02-05,SKU0085,799,933,19.0,1231
2024-02-12,SKU0085,488,933,19.0,1231
2024-02-19,SKU0085,1110,933,19.0,1231
2024-02-26,SKU0085,799,933,19.0,1231
2024-03-04,SKU0085,488,933,19.0,1231
2024-03-11,SKU0085,1110,0,19.0,1231
2024-03-18,SKU0085,799,1023,19.0,1231
2024-03-25,SKU0085,488,1023,19.0,1231
2024-04-01,SKU0085,1200,888,19.0,1231
2024-04-08,SKU0085,889,888,19.0,1231
2024-04-15,SKU0085,578,888,19.0,1231
2024-04-22,SKU0085,1154,0,19.0,1231
2024-04-29,SKU0085,843,1156,19.0,1231
2024-05-06,SKU0085,532,1156,19.0,1231
2024-05-13,SKU0085,221,1156,19.0,1231
2024-05-20,SKU0085,1066,889,19.0,1231
2024-05-27,SKU0085,755,889,19.0,1231
2024-06-03,SKU0085,444,889,19.0,1231
2024-06-10,SKU0085,1022,1066,19.0,1231
2024-06-17,SKU0085,711,1066,19.0,1231
2024-06-24,SKU0085,400,1066,19.0,1231
2024-07-01,SKU0085,1155,889,19.0,1231
2024-07-08,SKU0085,844,889,19.0,1231
2024-07-15,SKU0085,533,889,19.0,1231
2024-07-22,SKU0085,1111,889,19.0,1231
2024-07-29,SKU0085,799,889,19.0,1231
2024-08-05,SKU0085,488,889,19.0,1231
2024-08-12,SKU0085,1066,888,19.0,1231
2024-08-19,SKU0085,755,888,19.0,1231
2024-08-26,SKU0085,444,888,19.0,1231
2024-09-02,SKU0085,1021,0,19.0,1231
2024-09-09,SKU0085,710,1289,19.0,1231
2024-09-16,SKU0085,399,1289,19.0,1231
2024-09-23,SKU0085,88,1289,19.0,1231
2024-09-30,SKU0085,1067,932,19.0,1231
2024-10-07,SKU0085,756,932,19.0,1231
2024-10-14,SKU0085,445,932,19.0,1231
2024-10-21,SKU0085,1066,889,19.0,1231
2024-10-28,SKU0085,755,889,19.0,1231
2024-11-04,SKU0085,443,889,19.0,1231
2024-11-11,SKU0085,1021,889,19.0,1231
2024-11-18,SKU0085,710,889,19.0,1231
2024-11-25,SKU0085,399,889,19.0,1231
2024-12-02,SKU0085,977,889,19.0,1231
2024-12-09,SKU0085,666,889,19.0,1231
2024-12-16,SKU0085,1244,0,19.0,1231
2024-12-23,SKU0085,933,977,19.0,1231
2024-12-30,SKU0085,622,977,19.0,1231
2025-01-06,SKU0085,311,977,19.0,1231
2025-01-13,SKU0085,977,1111,19.0,1231
2025-01-20,SKU0085,666,1111,19.0,1231
2025-01-27,SKU0085,355,1111,19.0,1231
2025-02-03,SKU0085,1155,933,19.0,1231
2025-02-10,SKU0085,843,933,19.0,1231
2025-02-17,SKU0085,532,933,19.0,1231
2025-02-24,SKU0085,1154,0,19.0,1231
2025-03-03,SKU0085,843,0,19.0,1231
2025-03-10,SKU0085,532,1467,19.0,1231
2025-03-17,SKU0085,221,1467,19.0,1231
2025-03-24,SKU0085,0,1467,19.0,1231
2025-03-31,SKU0085,1245,0,19.0,1231
2025-04-07,SKU0085,934,977,19.0,1231
2025-04-14,SKU0085,623,977,19.0,1231
2025-04-21,SKU0085,312,977,19.0,1231
2025-04-28,SKU0085,978,933,19.0,1231
2025-05-05,SKU0085,666,933,19.0,1231
2025-05-12,SKU0085,355,933,19.0,1231
2025-05-19,SKU0085,977,933,19.0,1231
2025-05-26,SKU0085,666,933,19.0,1231
2025-06-02,SKU0085,355,933,19.0,1231
2025-06-09,SKU0085,977,1022,19.0,1231
2025-06-16,SKU0085,666,1022,19.0,1231
2025-06-23,SKU0085,355,1022,19.0,1231
2025-06-30,SKU0085,1066,889,19.0,1231
2025-07-07,SKU0085,755,889,19.0,1231
2025-07-14,SKU0085,451,889,19.0,1231
2025-07-21,SKU0085,1180,872,19.0,1231
2025-07-28,SKU0085,977,872,19.0,1231
2025-08-04,SKU0085,625,872,19.0,1231
2025-08-11,SKU0085,1087,950,19.0,1231
2025-08-18,SKU0085,856,950,19.0,1231
2025-08-25,SKU0085,584,950,19.0,1231
2025-09-01,SKU0085,1315,0,19.0,1231
2025-09-08,SKU0085,1156,0,19.0,1231
2025-09-15,SKU0085,873,1141,19.0,1231
2025-09-22,SKU0085,669,1141,19.0,1231
2025-09-29,SKU0085,442,1141,19.0,1231
2025-10-06,SKU0085,1303,0,19.0,1231
2025-10-13,SKU0085,982,943,19.0,1231
2025-10-20,SKU0085,473,943,19.0,1231
2025-10-27,SKU0085,12,1865,19.0,1231
2025-11-03,SKU0085,669,922,19.0,1231
2025-11-10,SKU0085,340,922,19.0,1231
2025-11-17,SKU0085,942,886,19.0,1231
2025-11-24,SKU0085,656,886,19.0,1231
2025-12-01,SKU0085,980,939,19.0,1231
2025-12-08,SKU0085,557,939,19.0,1231
2025-12-15,SKU0085,235,939,19.0,1231
2025-12-22,SKU0085,853,0,19.0,1231
2025-12-29,SKU0085,540,1347,19.0,1231
2024-01-01,SKU0086,1527,0,25.0,1118
2024-01-08,SKU0086,1212,0,25.0,1118
2024-01-15,SKU0086,898,662,25.0,1118
2024-01-22,SKU0086,583,662,25.0,1118
2024-01-29,SKU0086,268,1291,25.0,1118
2024-02-05,SKU0086,617,629,25.0,1118
2024-02-12,SKU0086,302,1302,25.0,1118
2024-02-19,SKU0086,617,673,25.0,1118
2024-02-26,SKU0086,302,1302,25.0,1118
2024-03-04,SKU0086,0,1302,25.0,1118
2024-03-11,SKU0086,358,1336,25.0,1118
2024-03-18,SKU0086,44,1336,25.0,1118
2024-03-25,SKU0086,358,707,25.0,1118
2024-04-01,SKU0086,43,1426,25.0,1118
2024-04-08,SKU0086,482,719,25.0,1118
2024-04-15,SKU0086,167,1347,25.0,1118
2024-04-22,SKU0086,584,628,25.0,1118
2024-04-29,SKU0086,269,1290,25.0,1118
2024-05-06,SKU0086,583,662,25.0,1118
2024-05-13,SKU0086,268,1291,25.0,1118
2024-05-20,SKU0086,617,629,25.0,1118
2024-05-27,SKU0086,302,1257,25.0,1118
2024-06-03,SKU0086,617,628,25.0,1118
2024-06-10,SKU0086,302,1347,25.0,1118
2024-06-17,SKU0086,615,719,25.0,1118
2024-06-24,SKU0086,300,1349,25.0,1118
2024-07-01,SKU0086,0,1349,25.0,1118
2024-07-08,SKU0086,449,1290,25.0,1118
2024-07-15,SKU0086,134,1290,25.0,1118
2024-07-22,SKU0086,450,660,25.0,1118
2024-07-29,SKU0086,135,1334,25.0,1118
2024-08-05,SKU0086,480,674,25.0,1118
2024-08-12,SKU0086,166,1304,25.0,1118
2024-08-19,SKU0086,539,630,25.0,1118
2024-08-26,SKU0086,224,1290,25.0,1118
2024-09-02,SKU0086,540,660,25.0,1118
2024-09-09,SKU0086,225,1289,25.0,1118
2024-09-16,SKU0086,570,629,25.0,1118
2024-09-23,SKU0086,255,1349,25.0,1118
2024-09-30,SKU0086,570,720,25.0,1118
2024-10-07,SKU0086,255,1349,25.0,1118
2024-10-14,SKU0086,0,1349,25.0,1118
2024-10-21,SKU0086,405,1289,25.0,1118
2024-10-28,SKU0086,91,1289,25.0,1118
2024-11-04,SKU0086,405,1289,25.0,1118
2024-11-11,SKU0086,90,1289,25.0,1118
2024-11-18,SKU0086,435,1304,25.0,1118
2024-11-25,SKU0086,121,1304,25.0,1118
2024-12-02,SKU0086,435,1304,25.0,1118
2024-12-09,SKU0086,120,1304,25.0,1118
2024-12-16,SKU0086,495,629,25.0,1118
2024-12-23,SKU0086,180,1289,25.0,1118
2024-12-30,SKU0086,495,660,25.0,1118
2025-01-06,SKU0086,180,1289,25.0,1118
2025-01-13,SKU0086,525,629,25.0,1118
2025-01-20,SKU0086,210,1259,25.0,1118
2025-01-27,SKU0086,525,630,25.0,1118
2025-02-03,SKU0086,210,1304,25.0,1118
2025-02-10,SKU0086,525,674,25.0,1118
2025-02-17,SKU0086,211,1304,25.0,1118
2025-02-24,SKU0086,584,630,25.0,1118
2025-03-03,SKU0086,269,1335,25.0,1118
2025-03-10,SKU0086,585,705,25.0,1118
2025-03-17,SKU0086,270,1334,25.0,1118
2025-03-24,SKU0086,0,1334,25.0,1118
2025-03-31,SKU0086,390,1304,25.0,1118
2025-04-07,SKU0086,76,1304,25.0,1118
2025-04-14,SKU0086,390,1304,25.0,1118
2025-04-21,SKU0086,75,1304,25.0,1118
2025-04-28,SKU0086,450,1289,25.0,1118
2025-05-05,SKU0086,135,1289,25.0,1118
2025-05-12,SKU0086,450,1289,25.0,1118
2025-05-19,SKU0086,135,1289,25.0,1118
2025-05-26,SKU0086,480,1259,25.0,1118
2025-06-02,SKU0086,166,1259,25.0,1118
2025-06-09,SKU0086,480,630,25.0,1118
2025-06-16,SKU0086,165,1304,25.0,1118
2025-06-23,SKU0086,480,674,25.0,1118
2025-06-30,SKU0086,140,1349,25.0,1118
2025-07-07,SKU0086,592,675,25.0,1118
2025-07-14,SKU0086,320,1309,25.0,1118
2025-07-21,SKU0086,786,634,25.0,1118
2025-07-28,SKU0086,572,634,25.0,1118
2025-08-04,SKU0086,269,1309,25.0,1118
2025-08-11,SKU0086,450,675,25.0,1118
2025-08-18,SKU0086,210,1313,25.0,1118
2025-08-25,SKU0086,0,1313,25.0,1118
2025-09-01,SKU0086,486,638,25.0,1118
2025-09-08,SKU0086,837,690,25.0,1118
2025-09-15,SKU0086,642,690,25.0,1118
2025-09-22,SKU0086,398,690,25.0,1118
2025-09-29,SKU0086,803,686,25.0,1118
2025-10-06,SKU0086,477,686,25.0,1118
2025-10-13,SKU0086,181,1327,25.0,1118
2025-10-20,SKU0086,391,1348,25.0,1118
2025-10-27,SKU0086,0,1348,25.0,1118
2025-11-03,SKU0086,545,707,25.0,1118
2025-11-10,SKU0086,256,1363,25.0,1118
2025-11-17,SKU0086,617,656,25.0,1118
2025-11-24,SKU0086,309,1296,25.0,1118
2025-12-01,SKU0086,0,1296,25.0,1118
2025-12-08,SKU0086,327,1291,25.0,1118
2025-12-15,SKU0086,0,1291,25.0,1118
2025-12-22,SKU0086,355,1300,25.0,1118
2025-12-29,SKU0086,36,1300,25.0,1118
2024-01-01,SKU0087,962,670,29.0,1092
2024-01-08,SKU0087,785,670,29.0,1092
2024-01-15,SKU0087,608,670,29.0,1092
